startTime;AV01;AV02;AV04;AV05;AV06;AV07;AV08;AV09;AV10;AV12
2026-03-06 08:00:00+00:00;3873.9;1044.2;344.3;14.4;85539.8;10.5;4.6;271.0;3053.7;220.3
2026-03-06 09:00:00+00:00;4047.6;597.8;301.2;32.4;128698.3;15.5;7.6;292.1;5438.7;484.8
2026-03-06 10:00:00+00:00;4028.3;758.1;235.5;29.6;151735.0;20.6;15.2;368.6;6503.8;855.6
2026-03-06 11:00:00+00:00;4012.1;745.6;263.2;17.9;145195.9;17.1;16.0;375.2;6688.7;648.2
2026-03-06 12:00:00+00:00;4072.9;656.2;326.9;13.2;112042.4;13.5;15.8;374.6;5193.4;430.2
2026-03-06 13:00:00+00:00;4063.7;396.2;319.4;6.0;64875.0;8.4;9.8;366.9;3399.3;260.7
2026-03-06 14:00:00+00:00;4168.1;474.3;298.7;0.7;22699.1;2.4;2.9;371.1;3336.4;1467.9
2026-03-06 15:00:00+00:00;4105.4;453.9;267.6;0.1;2826.8;0.4;0.4;297.9;794.1;343.2
2026-03-06 16:00:00+00:00;4142.9;827.4;261.6;0.0;1333.2;0.0;0.8;251.9;1506.6;560.5
2026-03-06 17:00:00+00:00;4168.8;867.3;255.2;0.0;1666.5;0.0;2.0;315.4;1410.8;414.9
2026-03-06 18:00:00+00:00;4185.9;584.1;256.4;0.1;1418.2;0.0;3.4;357.6;509.5;356.6
2026-03-06 19:00:00+00:00;4182.8;577.6;271.1;0.2;1432.9;0.0;5.2;355.9;420.2;135.9
2026-03-06 20:00:00+00:00;3953.8;470.1;240.6;0.1;1738.4;0.0;2.4;410.5;1245.8;563.4
2026-03-06 21:00:00+00:00;3852.2;738.7;237.4;0.0;1258.3;0.0;1.9;370.4;582.4;262.3
2026-03-06 22:00:00+00:00;3885.3;751.8;275.8;0.2;1505.9;0.0;0.0;330.5;1107.6;651.5
2026-03-06 23:00:00+00:00;3865.2;384.8;292.2;0.0;1177.8;0.0;1.2;371.5;293.8;144.9
2026-03-07 00:00:00+00:00;4033.4;501.7;291.4;0.2;1311.1;0.0;1.0;394.4;350.3;113.7
2026-03-07 01:00:00+00:00;4102.1;691.8;286.2;0.1;1122.5;0.0;0.8;423.1;467.1;224.5
2026-03-07 02:00:00+00:00;4115.5;907.6;307.1;0.1;947.1;0.0;0.5;419.3;385.3;209.3
2026-03-07 03:00:00+00:00;4012.5;377.6;328.2;0.4;888.9;0.0;0.3;449.1;1081.1;624.7
2026-03-07 04:00:00+00:00;3917.5;365.1;375.6;0.1;979.7;0.0;0.5;441.6;1346.9;818.8
2026-03-07 05:00:00+00:00;3849.9;415.4;464.7;0.1;2091.8;0.0;1.2;431.0;846.1;399.9
2026-03-07 06:00:00+00:00;4012.7;202.6;417.0;0.4;12719.4;1.1;4.5;392.1;903.4;219.2
2026-03-07 07:00:00+00:00;4195.4;188.0;310.9;1.7;47421.8;6.3;5.7;330.6;2074.5;338.0
2026-03-07 08:00:00+00:00;4473.4;649.8;259.4;6.5;99583.4;12.6;10.2;326.0;3884.7;423.5
2026-03-07 09:00:00+00:00;4479.7;468.2;311.8;25.2;149345.5;21.6;16.1;371.4;10339.2;2340.3
2026-03-07 10:00:00+00:00;4369.3;437.2;276.7;36.6;176655.1;25.4;16.8;366.5;6311.5;386.4
2026-03-07 11:00:00+00:00;4501.7;530.2;276.7;32.5;172382.5;24.7;13.6;368.0;6498.3;266.5
2026-03-07 12:00:00+00:00;4506.5;524.4;298.2;29.0;141503.9;21.7;12.4;375.3;6502.7;735.6
2026-03-07 13:00:00+00:00;4452.2;689.9;276.8;15.2;89150.3;12.9;7.3;364.7;4624.9;632.9
2026-03-07 14:00:00+00:00;4440.0;642.9;332.2;1.7;33309.2;3.8;2.4;317.7;2709.7;677.3
2026-03-07 15:00:00+00:00;4534.2;534.5;344.0;0.0;4499.8;0.7;1.6;324.4;691.9;168.5
2026-03-07 16:00:00+00:00;4452.4;334.0;282.7;0.0;1035.9;0.0;1.6;396.2;604.5;231.3
2026-03-07 17:00:00+00:00;4103.2;488.1;243.8;0.1;814.2;0.0;1.8;374.5;250.0;81.3
2026-03-07 18:00:00+00:00;3889.7;600.3;213.6;0.0;703.3;0.0;0.7;338.4;252.3;128.7
2026-03-07 19:00:00+00:00;3743.5;902.6;221.7;0.0;781.4;0.0;0.8;352.9;268.6;94.3
2026-03-07 20:00:00+00:00;3903.7;500.0;233.0;0.1;701.0;0.0;1.4;400.5;487.9;199.0
2026-03-07 21:00:00+00:00;4048.2;422.9;223.2;0.1;523.4;0.0;0.7;437.2;471.3;257.7
2026-03-07 22:00:00+00:00;4078.1;495.4;226.8;0.2;503.7;0.0;0.9;418.9;607.6;438.6
2026-03-07 23:00:00+00:00;4053.8;567.2;243.2;0.0;700.4;0.0;0.5;379.0;883.9;310.3
2026-03-08 00:00:00+00:00;4048.4;548.4;235.8;0.1;729.6;0.0;1.1;339.6;1116.9;583.6
2026-03-08 01:00:00+00:00;4002.5;406.0;213.8;0.0;561.7;0.0;0.5;298.6;585.8;275.4
2026-03-08 02:00:00+00:00;3999.6;404.8;235.6;0.0;506.7;0.0;1.0;331.3;548.5;242.1
2026-03-08 03:00:00+00:00;4009.3;354.2;278.0;0.0;574.0;0.0;1.1;327.1;651.9;354.3
2026-03-08 04:00:00+00:00;3983.0;348.2;385.9;0.0;584.9;0.0;0.5;319.9;364.6;105.9
2026-03-08 05:00:00+00:00;3803.5;471.2;446.0;0.1;1241.6;0.2;1.3;290.1;376.2;69.9
2026-03-08 06:00:00+00:00;3773.5;793.6;454.0;1.2;8479.5;1.4;1.4;339.4;1505.2;136.5
2026-03-08 07:00:00+00:00;3797.8;896.9;447.4;1.4;25675.3;3.6;4.3;366.7;2383.4;228.4
2026-03-08 08:00:00+00:00;3966.1;690.1;457.2;2.1;54359.0;7.1;6.2;387.1;2982.6;648.9
2026-03-08 09:00:00+00:00;3920.9;877.0;439.0;3.9;98659.3;11.1;8.2;443.4;3916.8;365.1
2026-03-08 10:00:00+00:00;3882.4;746.0;419.7;9.3;136618.1;12.7;7.5;471.2;5659.7;680.9
2026-03-08 11:00:00+00:00;3908.9;820.0;409.3;14.2;149453.6;19.0;7.6;451.5;6314.8;728.1
2026-03-08 12:00:00+00:00;4252.6;829.7;356.9;17.8;125828.4;21.5;6.2;547.6;5502.3;182.0
2026-03-08 13:00:00+00:00;4449.2;686.8;332.2;8.0;75518.3;9.9;6.2;592.3;4395.6;235.1
2026-03-08 14:00:00+00:00;4474.0;380.3;380.5;0.8;26846.1;3.4;3.3;568.4;3522.7;867.4
2026-03-08 15:00:00+00:00;4409.2;428.5;393.5;0.1;4009.6;0.3;1.9;467.7;766.0;519.6
2026-03-08 16:00:00+00:00;4452.2;602.9;416.1;0.1;961.0;0.0;2.8;559.4;527.6;270.3
2026-03-08 17:00:00+00:00;4282.9;565.1;355.8;0.1;993.0;0.0;2.1;477.0;826.3;165.4
2026-03-08 18:00:00+00:00;4570.3;510.4;364.0;0.1;821.7;0.0;1.9;454.4;773.0;53.5
2026-03-08 19:00:00+00:00;4249.1;579.8;384.9;0.1;630.6;0.0;0.0;544.7;309.5;17.7
2026-03-08 20:00:00+00:00;4192.9;555.0;409.6;0.0;830.7;0.0;0.3;560.7;810.0;311.3
2026-03-08 21:00:00+00:00;4015.6;684.8;350.9;0.0;679.4;0.0;0.4;440.5;296.8;292.0
2026-03-08 22:00:00+00:00;4000.1;804.0;330.7;0.1;646.7;0.0;1.1;473.6;503.5;268.9
2026-03-08 23:00:00+00:00;4011.5;833.6;289.6;0.0;662.5;0.0;0.5;475.4;556.8;183.2
2026-03-09 00:00:00+00:00;3982.2;750.2;327.5;0.0;836.2;0.0;0.5;508.8;988.6;756.7
2026-03-09 01:00:00+00:00;3853.6;805.6;340.5;0.0;720.7;0.0;0.5;492.3;520.2;297.2
2026-03-09 02:00:00+00:00;3857.2;509.5;392.6;0.2;659.5;0.0;0.3;565.4;432.6;145.1
2026-03-09 03:00:00+00:00;4008.1;365.8;435.9;0.3;711.6;0.0;0.1;486.6;593.6;201.0
2026-03-09 04:00:00+00:00;3958.2;208.0;457.2;0.0;627.1;0.0;0.3;351.0;863.9;784.6
2026-03-09 05:00:00+00:00;4449.1;186.9;526.6;0.1;1252.5;0.0;0.5;368.2;488.5;128.5
2026-03-09 06:00:00+00:00;4751.6;145.3;754.0;73.4;5777.2;0.4;2.3;378.3;923.6;304.1
2026-03-09 07:00:00+00:00;4904.3;236.8;798.7;873.8;13284.1;2.0;4.1;354.4;1065.0;381.2
2026-03-09 08:00:00+00:00;4879.3;118.5;783.0;903.4;18482.5;2.6;5.0;338.8;1674.2;661.3
2026-03-09 09:00:00+00:00;4805.8;103.2;737.9;3.3;23476.4;1.9;7.8;401.8;1184.3;599.0
2026-03-09 10:00:00+00:00;4790.9;132.8;305.2;2.3;26833.7;2.5;8.5;400.6;2012.9;1105.1
2026-03-09 11:00:00+00:00;4844.9;169.3;262.3;3.8;26472.3;3.7;10.5;471.7;1859.9;940.0
2026-03-09 12:00:00+00:00;4990.0;179.1;277.7;2.5;20031.9;2.7;2.7;457.4;951.2;358.2
2026-03-09 13:00:00+00:00;4796.1;366.3;327.7;3.3;16628.1;2.6;2.4;447.7;1151.9;495.3
2026-03-09 14:00:00+00:00;5084.7;311.6;351.1;0.8;8451.3;1.6;1.9;482.2;1456.3;549.5
2026-03-09 15:00:00+00:00;5214.0;364.2;436.6;0.1;2191.9;0.4;2.4;510.2;1131.4;634.4
2026-03-09 16:00:00+00:00;5694.4;428.8;295.0;0.0;1618.5;0.0;4.2;498.6;1583.4;590.1
2026-03-09 17:00:00+00:00;5793.1;648.6;317.2;0.0;4156.4;0.0;8.8;646.3;4235.7;1078.5
2026-03-09 18:00:00+00:00;5741.0;697.7;337.1;0.0;1873.3;0.0;1.8;541.3;2102.0;1122.7
2026-03-09 19:00:00+00:00;5710.8;650.5;297.5;0.0;848.0;0.0;2.8;402.5;608.7;193.7
2026-03-09 20:00:00+00:00;4888.7;742.3;250.5;0.1;536.1;0.0;1.0;384.2;336.4;176.8
2026-03-09 21:00:00+00:00;4704.1;851.9;243.5;0.0;527.6;0.0;0.2;399.7;483.1;176.2
2026-03-09 22:00:00+00:00;4973.8;945.5;241.1;0.2;531.4;0.0;0.1;415.1;379.9;240.2
2026-03-09 23:00:00+00:00;4962.7;1195.4;249.4;0.0;677.7;0.0;0.3;439.3;658.5;537.6
2026-03-10 00:00:00+00:00;5017.6;1131.6;245.4;0.1;868.4;0.0;0.0;455.5;604.8;458.2
2026-03-10 01:00:00+00:00;5125.2;1490.8;218.1;0.0;943.6;0.0;0.0;452.8;477.3;276.7
2026-03-10 02:00:00+00:00;5227.1;1323.0;263.2;0.0;854.7;0.0;0.3;501.0;407.9;116.0
2026-03-10 03:00:00+00:00;5183.4;1420.3;325.1;0.1;885.0;0.0;0.0;521.4;680.1;388.4
2026-03-10 04:00:00+00:00;5184.8;1070.2;321.7;0.2;955.2;0.0;0.7;498.6;701.2;355.2
2026-03-10 05:00:00+00:00;5279.5;733.3;371.6;76.4;1983.9;0.3;2.9;507.4;1044.1;147.0
2026-03-10 06:00:00+00:00;5457.8;581.7;371.6;78.1;9810.3;1.7;5.0;471.9;1998.7;681.1
2026-03-10 07:00:00+00:00;5588.8;507.1;363.2;144.8;32535.2;3.7;3.8;503.2;2008.0;666.1
2026-03-10 08:00:00+00:00;5664.5;370.9;336.6;5.1;77490.7;11.4;5.8;521.3;3282.5;1150.6
2026-03-10 09:00:00+00:00;5652.7;479.7;269.5;14.8;126981.4;17.9;5.8;505.2;4949.7;1769.7
2026-03-10 10:00:00+00:00;5658.5;469.3;284.8;642.2;154743.0;23.9;10.6;475.6;6691.4;639.8
2026-03-10 11:00:00+00:00;5578.2;586.8;214.7;203.7;159292.3;27.7;10.3;534.6;7830.5;512.5
2026-03-10 12:00:00+00:00;5604.7;631.1;240.1;17.6;132026.2;21.3;9.4;473.1;5756.6;204.1
2026-03-10 13:00:00+00:00;5829.2;670.7;275.1;641.9;78050.3;13.7;8.0;364.2;3719.6;203.8
2026-03-10 14:00:00+00:00;6071.4;702.3;232.7;250.3;27831.8;4.3;5.1;309.5;1709.1;268.0
2026-03-10 15:00:00+00:00;6043.7;762.6;261.3;0.3;4429.1;0.6;3.6;322.8;1040.7;720.7
2026-03-10 16:00:00+00:00;6130.1;681.1;268.9;0.0;1161.0;0.0;3.7;350.2;645.8;155.4
2026-03-10 17:00:00+00:00;6002.9;1146.6;222.4;0.2;1205.4;0.0;0.8;339.8;507.6;44.4
2026-03-10 18:00:00+00:00;5930.0;1313.5;204.6;0.0;1020.1;0.0;0.8;353.2;425.1;146.2
2026-03-10 19:00:00+00:00;5854.7;761.0;205.6;0.9;1434.1;0.0;1.2;379.7;1437.9;149.2
2026-03-10 20:00:00+00:00;5963.1;522.9;197.9;0.3;961.6;0.0;1.3;437.7;992.6;755.2
2026-03-10 21:00:00+00:00;6022.2;805.8;207.4;0.0;657.9;0.0;0.4;474.5;434.9;455.6
2026-03-10 22:00:00+00:00;6062.5;876.6;195.9;0.3;820.6;0.0;0.4;464.2;757.0;144.2
2026-03-10 23:00:00+00:00;6065.8;668.8;195.5;0.2;1279.5;0.0;0.4;476.4;2477.2;865.8
2026-03-11 00:00:00+00:00;6072.0;538.9;206.2;0.1;656.8;0.0;0.4;480.7;440.4;96.5
2026-03-11 01:00:00+00:00;6079.4;587.6;198.2;0.0;765.3;0.0;0.0;503.8;700.5;152.6
2026-03-11 02:00:00+00:00;6105.1;405.3;226.7;0.1;641.5;0.0;0.0;497.6;801.5;468.8
2026-03-11 03:00:00+00:00;6100.5;426.2;254.8;0.3;654.9;0.0;0.3;432.9;552.5;366.6
2026-03-11 04:00:00+00:00;6110.8;382.2;300.8;0.1;796.8;0.0;0.3;362.5;577.0;234.0
2026-03-11 05:00:00+00:00;6629.0;285.1;370.7;257.9;2526.1;0.3;2.6;437.2;1312.4;451.3
2026-03-11 06:00:00+00:00;6770.7;386.7;326.8;837.1;11923.6;2.8;5.1;420.5;1898.9;640.1
2026-03-11 07:00:00+00:00;6554.7;239.2;446.1;635.5;33255.4;5.8;5.8;394.1;3814.0;1137.0
2026-03-11 08:00:00+00:00;6272.4;297.4;527.3;10.9;66567.0;9.4;8.6;338.4;3904.9;1425.6
2026-03-11 09:00:00+00:00;6263.3;320.7;493.8;25.0;99156.9;12.5;12.5;384.2;3954.4;540.7
2026-03-11 10:00:00+00:00;6277.0;464.3;236.2;23.9;109883.6;13.1;16.0;387.5;4872.0;615.0
2026-03-11 11:00:00+00:00;6288.4;347.8;240.9;164.0;96067.1;9.2;14.5;355.5;4176.5;118.1
2026-03-11 12:00:00+00:00;6302.3;287.9;250.1;620.8;65113.7;9.5;8.9;371.6;2668.9;123.4
2026-03-11 13:00:00+00:00;6185.8;184.7;245.6;3.7;31243.2;5.9;5.0;401.2;2612.1;575.0
2026-03-11 14:00:00+00:00;6387.6;212.1;319.9;0.9;10858.7;1.7;2.5;345.8;1508.1;205.3
2026-03-11 15:00:00+00:00;6554.6;276.9;305.3;0.2;2539.6;0.1;1.2;381.8;1769.1;936.9
2026-03-11 16:00:00+00:00;6484.8;374.4;264.6;0.0;971.7;0.0;0.9;352.0;686.0;189.3
2026-03-11 17:00:00+00:00;6631.4;653.5;242.8;0.1;882.6;0.0;1.5;343.0;907.1;314.7
2026-03-11 18:00:00+00:00;6508.8;796.3;255.2;0.1;858.0;0.0;1.2;364.5;935.7;558.6
2026-03-11 19:00:00+00:00;6398.9;844.2;267.7;0.2;744.7;0.0;0.8;358.3;637.9;89.6
2026-03-11 20:00:00+00:00;5759.3;733.0;213.6;0.2;1516.0;0.0;0.9;395.2;2542.2;779.9
2026-03-11 21:00:00+00:00;5663.8;730.9;211.0;0.1;651.2;0.0;1.3;404.8;325.8;32.4
2026-03-11 22:00:00+00:00;6073.1;641.0;190.3;0.2;687.3;0.0;1.4;403.0;436.2;81.5
2026-03-11 23:00:00+00:00;6095.8;551.9;205.7;0.1;752.0;0.0;0.5;397.3;607.9;300.4
2026-03-12 00:00:00+00:00;6074.3;894.3;199.2;0.0;954.8;0.0;0.7;408.5;948.5;443.6
2026-03-12 01:00:00+00:00;6060.8;736.9;208.6;0.0;691.0;0.0;0.1;392.1;635.4;281.9
2026-03-12 02:00:00+00:00;6050.3;764.1;199.8;0.1;622.9;0.0;0.1;381.4;411.2;99.3
2026-03-12 03:00:00+00:00;6123.7;842.6;229.0;0.0;945.6;0.0;0.1;390.0;1285.7;958.9
2026-03-12 04:00:00+00:00;6058.7;757.2;265.6;0.1;941.3;0.0;0.2;375.3;892.9;306.5
2026-03-12 05:00:00+00:00;6106.7;681.9;334.4;0.3;1183.9;0.0;0.5;349.8;777.8;159.8
2026-03-12 06:00:00+00:00;6628.0;436.4;309.3;0.5;2483.6;0.2;1.7;367.9;1167.5;479.8
2026-03-12 07:00:00+00:00;6972.6;286.7;236.6;0.9;4248.4;0.5;1.2;371.8;1010.2;416.4
2026-03-12 08:00:00+00:00;6869.7;619.9;218.1;1.5;6270.4;0.9;2.3;343.4;1585.2;836.8
2026-03-12 09:00:00+00:00;6910.4;496.7;232.8;39.6;9504.5;3.1;2.9;396.8;1303.8;536.4
2026-03-12 10:00:00+00:00;6808.0;618.3;224.0;1.5;12733.7;2.8;3.3;406.1;1013.6;338.8
2026-03-12 11:00:00+00:00;6775.5;297.3;256.4;0.9;18181.9;2.2;3.3;384.5;1077.6;370.6
2026-03-12 12:00:00+00:00;6600.4;420.0;262.0;0.9;25036.5;3.3;3.2;396.8;1303.3;606.3
2026-03-12 13:00:00+00:00;6474.0;361.0;266.3;0.6;24853.7;2.8;3.1;354.9;2001.0;803.4
2026-03-12 14:00:00+00:00;6536.0;588.1;286.8;0.8;14053.0;1.7;1.8;307.1;3517.1;1713.3
2026-03-12 15:00:00+00:00;6316.1;958.9;283.8;0.0;2919.4;0.4;0.8;334.8;779.5;484.6
2026-03-12 16:00:00+00:00;6291.5;892.6;247.3;0.0;1192.5;0.0;0.6;330.5;537.5;229.5
2026-03-12 17:00:00+00:00;6458.9;867.2;268.2;0.5;1542.2;0.0;0.6;297.0;2014.1;967.1
2026-03-12 18:00:00+00:00;6469.9;684.1;251.7;0.1;1022.0;0.0;0.2;358.2;815.9;244.7
2026-03-12 19:00:00+00:00;6505.7;942.3;240.7;0.1;847.1;0.0;0.4;348.8;763.4;389.1
2026-03-12 20:00:00+00:00;6387.7;746.9;185.7;0.1;885.7;0.0;0.3;387.7;732.6;282.7
2026-03-12 21:00:00+00:00;6207.6;715.0;216.5;0.5;1319.5;0.0;0.3;418.2;1438.4;603.8
2026-03-12 22:00:00+00:00;6386.1;806.9;205.7;0.3;1229.4;0.0;0.1;416.4;1559.0;606.1
2026-03-12 23:00:00+00:00;6327.9;875.9;212.3;0.2;1863.9;0.0;0.1;396.5;3475.6;1043.4
2026-03-13 00:00:00+00:00;6070.4;1009.5;212.7;0.0;765.8;0.0;0.0;410.4;736.8;261.1
2026-03-13 01:00:00+00:00;6188.5;1044.8;206.6;0.8;1330.8;0.0;0.2;359.4;2075.7;572.8
2026-03-13 02:00:00+00:00;6217.1;1294.7;230.7;0.1;1183.5;0.0;0.1;394.9;1344.9;665.5
2026-03-13 03:00:00+00:00;6175.2;1158.0;234.9;0.0;1067.0;0.0;0.1;381.7;1135.9;171.8
2026-03-13 04:00:00+00:00;6254.2;1166.2;255.4;0.0;1228.9;0.0;0.0;382.2;1463.9;341.3
2026-03-13 05:00:00+00:00;6257.7;990.5;318.6;0.4;2883.4;0.1;2.9;355.3;1559.8;348.1
2026-03-13 06:00:00+00:00;6201.2;1143.5;335.7;0.8;14987.6;2.0;3.5;299.8;1609.2;210.0
2026-03-13 07:00:00+00:00;6162.8;1289.2;317.4;3.0;38240.3;5.6;6.1;330.0;2889.3;688.0
2026-03-13 08:00:00+00:00;6172.3;1224.0;349.2;6.3;74243.6;9.1;11.2;326.7;5329.5;1039.9
2026-03-13 09:00:00+00:00;6170.2;1589.4;349.5;22.3;107873.7;14.4;10.4;415.6;6357.9;1140.1
2026-03-13 10:00:00+00:00;6118.6;1298.5;331.7;33.1;119705.4;15.9;19.5;357.1;6575.2;727.7
2026-03-13 11:00:00+00:00;5863.1;1417.6;305.5;31.7;116080.4;14.1;15.0;376.6;7297.6;915.6
2026-03-13 12:00:00+00:00;5797.0;1622.8;293.4;22.9;94862.7;10.5;13.1;354.9;5901.4;202.6
2026-03-13 13:00:00+00:00;5879.6;1479.3;308.6;4.2;57817.9;5.5;9.4;353.5;4126.3;390.4
2026-03-13 14:00:00+00:00;5917.2;1042.4;297.6;1.7;22552.2;2.6;4.1;306.8;4598.9;1230.4
2026-03-13 15:00:00+00:00;5921.4;1219.5;262.9;0.2;4101.5;0.3;3.3;331.2;1779.9;364.3
2026-03-13 16:00:00+00:00;5819.9;1066.2;248.0;0.1;1769.3;0.0;3.2;315.9;1886.6;301.7
2026-03-13 17:00:00+00:00;5872.9;1145.6;241.7;0.0;1738.2;0.0;3.4;294.5;1952.5;704.0
2026-03-13 18:00:00+00:00;5887.4;1198.2;220.4;0.0;1392.1;0.0;3.2;292.2;1144.4;149.8
2026-03-13 19:00:00+00:00;5761.7;1095.1;222.1;0.1;1384.6;0.0;2.8;309.5;988.6;149.0
2026-03-13 20:00:00+00:00;5752.8;850.8;210.0;0.2;1750.2;0.0;1.2;341.5;2064.0;518.9
2026-03-13 21:00:00+00:00;5570.8;897.5;182.0;0.1;1201.6;0.0;0.3;356.0;595.4;179.6
2026-03-13 22:00:00+00:00;5672.8;476.9;171.4;0.1;1407.8;0.0;0.1;394.9;1250.3;702.8
2026-03-13 23:00:00+00:00;5672.7;359.8;194.4;0.0;1634.5;0.0;0.0;402.2;1653.8;839.5
2026-03-14 00:00:00+00:00;5666.2;83.4;210.6;0.0;1274.3;0.0;0.1;347.4;534.6;329.0
2026-03-14 01:00:00+00:00;5569.7;60.3;189.1;0.2;1600.2;0.0;0.1;336.9;1307.0;757.8
2026-03-14 02:00:00+00:00;5596.7;34.0;183.8;0.0;1285.6;0.0;0.5;362.0;441.6;286.1
2026-03-14 03:00:00+00:00;5686.5;22.2;179.1;0.1;1647.4;0.0;0.5;367.6;1393.4;878.2
2026-03-14 04:00:00+00:00;5628.1;209.1;209.6;0.2;1674.2;0.0;0.7;344.7;1042.5;552.4
2026-03-14 05:00:00+00:00;5732.0;980.1;296.3;0.2;4630.5;1.1;2.2;335.4;397.8;66.5
2026-03-14 06:00:00+00:00;5831.2;215.5;286.9;2.9;16090.1;3.7;3.1;318.5;2297.2;823.6
2026-03-14 07:00:00+00:00;5982.1;451.2;267.5;2.2;36077.8;7.4;5.5;424.1;4870.8;1948.4
2026-03-14 08:00:00+00:00;5955.7;373.0;276.2;11.6;62122.7;8.9;11.0;472.5;2479.8;503.4
2026-03-14 09:00:00+00:00;6049.3;405.1;272.0;21.1;77706.3;12.7;16.4;433.9;4060.0;670.6
2026-03-14 10:00:00+00:00;6009.4;733.8;232.9;18.4;83020.9;16.5;15.5;391.3;3466.9;232.5
2026-03-14 11:00:00+00:00;5987.6;576.2;224.0;11.8;85547.7;14.7;18.1;381.7;4249.5;398.7
2026-03-14 12:00:00+00:00;6004.1;442.5;249.8;9.8;71237.0;14.2;15.6;388.1;3444.0;144.4
2026-03-14 13:00:00+00:00;5940.0;488.6;247.2;5.1;40680.3;8.1;10.8;339.5;2310.3;62.8
2026-03-14 14:00:00+00:00;6036.3;481.3;262.9;1.5;15081.5;1.6;3.5;307.0;1732.2;301.9
2026-03-14 15:00:00+00:00;6004.1;596.5;276.2;0.2;2819.9;0.2;2.1;355.3;1055.0;339.9
2026-03-14 16:00:00+00:00;6135.7;530.0;244.0;0.1;1178.4;0.0;2.2;354.9;1084.9;403.2
2026-03-14 17:00:00+00:00;6002.0;407.4;247.8;0.2;1074.4;0.0;2.4;347.2;1212.9;271.6
2026-03-14 18:00:00+00:00;5813.5;376.1;257.7;0.0;724.2;0.0;2.0;345.1;808.9;58.2
2026-03-14 19:00:00+00:00;5790.7;610.2;259.5;0.0;627.3;0.0;1.5;353.4;919.8;240.8
2026-03-14 20:00:00+00:00;6253.8;541.0;278.7;0.3;1101.3;0.0;1.2;406.6;2050.8;832.8
2026-03-14 21:00:00+00:00;6228.0;489.3;210.6;0.0;769.5;0.0;1.0;427.8;1004.2;340.3
2026-03-14 22:00:00+00:00;6132.9;351.3;175.2;0.0;670.5;0.0;0.8;418.1;999.7;402.5
2026-03-14 23:00:00+00:00;6075.5;366.0;169.0;0.0;680.2;0.0;0.2;428.2;1301.9;956.4
